# time  flux
2.13406e+04  4.78350e-16
2.33798e+04  4.77946e-16
2.56138e+04  4.78039e-16
2.80612e+04  4.78148e-16
3.07426e+04  4.77957e-16
3.36801e+04  4.77902e-16
3.68984e+04  4.77999e-16
4.04241e+04  4.78101e-16
4.42868e+04  4.78230e-16
4.85185e+04  4.77782e-16
5.31546e+04  4.78516e-16
5.82337e+04  4.78138e-16
6.37981e+04  4.78224e-16
6.98942e+04  4.78276e-16
7.65728e+04  4.77751e-16
8.38896e+04  4.78330e-16
9.19055e+04  4.78068e-16
1.00687e+05  4.77994e-16
1.10308e+05  4.78227e-16
1.20849e+05  4.77994e-16
1.32396e+05  4.78291e-16
1.45047e+05  4.78084e-16
1.58907e+05  4.78135e-16
1.74091e+05  4.78233e-16
1.90725e+05  4.77885e-16
2.08950e+05  4.77939e-16
2.28916e+05  4.78230e-16
2.50789e+05  4.78143e-16
2.74753e+05  4.78413e-16
3.01006e+05  4.78302e-16
3.29768e+05  4.78553e-16
3.61279e+05  4.78399e-16
3.95800e+05  4.78522e-16
4.33620e+05  4.78343e-16
4.75054e+05  4.78173e-16
5.20447e+05  4.78173e-16
5.70177e+05  4.78881e-16
6.24659e+05  4.78515e-16
6.84347e+05  4.78511e-16
7.49739e+05  4.78643e-16
8.21378e+05  4.78865e-16
8.99864e+05  4.79102e-16
9.85848e+05  4.78903e-16
1.08005e+06  4.78760e-16
1.18325e+06  4.78696e-16
1.29631e+06  4.79580e-16
1.42018e+06  4.79308e-16
1.55588e+06  4.79601e-16
1.70455e+06  4.79478e-16
1.86743e+06  4.79767e-16
2.04587e+06  4.79508e-16
2.24136e+06  4.79772e-16
2.45552e+06  4.79922e-16
2.69016e+06  4.80822e-16
2.94721e+06  4.81067e-16
3.22882e+06  4.81036e-16
3.53735e+06  4.81461e-16
3.87535e+06  4.81539e-16
4.24565e+06  4.81870e-16
4.65134e+06  4.82710e-16
5.09579e+06  4.83263e-16
5.58271e+06  4.83217e-16
6.11615e+06  4.84317e-16
6.70057e+06  4.84522e-16
7.34083e+06  4.85468e-16
8.04227e+06  4.86157e-16
8.81073e+06  4.87069e-16
9.65262e+06  4.87803e-16
1.05750e+07  4.89592e-16
1.15854e+07  4.90875e-16
1.26925e+07  4.92938e-16
1.39053e+07  4.95422e-16
1.52339e+07  5.60860e-16
1.66896e+07  1.19438e-15
1.82843e+07  1.19169e-15
2.00315e+07  1.19538e-15
2.19455e+07  1.20079e-15
2.40425e+07  1.20199e-15
2.63398e+07  1.20453e-15
2.88567e+07  1.20404e-15
3.16140e+07  1.20735e-15
3.46348e+07  1.21480e-15
3.79443e+07  1.21397e-15
4.15700e+07  1.22578e-15
4.55421e+07  1.22665e-15
4.98938e+07  1.23207e-15
5.46613e+07  1.24105e-15
5.98844e+07  1.25016e-15
6.56065e+07  1.25602e-15
7.18754e+07  1.26346e-15
7.87434e+07  1.27646e-15
8.62675e+07  1.28714e-15
9.45106e+07  1.29929e-15
1.03541e+08  1.31519e-15
1.13435e+08  1.33124e-15
1.24274e+08  1.34697e-15
1.36149e+08  1.36650e-15
1.49158e+08  1.39411e-15
1.63411e+08  1.42161e-15
1.79025e+08  1.44820e-15
1.96132e+08  1.48600e-15
2.14873e+08  1.52929e-15
2.35405e+08  1.57769e-15
2.57898e+08  1.63545e-15
2.82541e+08  1.70155e-15
3.09539e+08  1.78384e-15
3.39116e+08  1.88089e-15
3.71520e+08  1.99933e-15
4.07020e+08  2.12749e-15
4.45912e+08  2.26198e-15
4.88520e+08  2.34782e-15
5.35199e+08  2.23102e-15
5.86339e+08  1.62752e-15
6.42366e+08  4.95922e-16
7.03746e+08  1.90609e-18
7.70991e+08  0.00000e+00
